#node	identifier	domain_summary_url	annotation	other_names_and_aliases
RpS17	7227.FBpp0076207	https://smart.embl.de/smart/DDvec.cgi?smart=131:Pfam_Ribosomal_S17e(1|119)+	Ribosomal protein S17 (RpS17) is an essential component of the ribosomal 40S subunit. RpS17 mutants have dominant, haploinsufficient effects on cellular and organismal growth rate, and on bristle size; Belongs to the eukaryotic ribosomal protein eS17 family	39088,40S ribosomal protein S17,4V6W,64481,AAA28869.1,AAF50272.1,AAN71406.1,AF083516,BI357592,BT001651,BcDNA:RE44119,CAB72251.1,CG3922,CG3922-PB,CG3922-RB,D9,DmelCG3922,FBan0003922,FBgn0002217,FBgn0002615,FBgn0005533,FBgn0025290,FBgn0064883,FBpp0076207,FBtr0076479,M,M(3)67,M(3)67C,M(3)RpS17,M(3)S33,M(3)i,M(3)i(55),M(3)i[55],M(3)q,M(3L)i,M(3L)i[55],M22142,Minute,Minute(3)67C,NM_079278,NM_079278.2,NP_524002,NP_524002.1,P17704,Q9V3P5,RPS17,RS17_DROME,Ribosomal protein S17,Rp S17,RpS17,RpS17-PB,RpS17-RB,UPI0000001B0A,anon-EST:Posey48,dme:Dmel_CG3922,l(3)67BDo,l(3)dtOA4,ribosomal protein S17,unnamed
RpS5a	7227.FBpp0074180	https://smart.embl.de/smart/DDvec.cgi?smart=228:Pfam_Ribosomal_S7(75|228)+	40S ribosomal protein S5a; Structural constituent of ribosome; RNA binding. It is involved in the biological process described with: mitotic spindle organization; mitotic spindle elongation; translation; Belongs to the universal ribosomal protein uS7 family	32700,40S ribosomal protein S5a,4V6W,59029,AA801807,AAB61633.1,AAF48700.1,AAL68215.1,AW941365,AY075368,CG8922,CG8922-PA,CG8922-RA,DmelCG8922,FBan0008922,FBgn0002590,FBpp0074180,FBtr0074406,M(1)15D,M(1)34i28,M(1)o,M[[o]],Minute 1(o),Minute(1)15D,NM_078658,NM_078658.2,NP_001285360,NP_001285360.1,NP_001285361.1,NP_001285362.1,NP_523382,NP_523382.1,Q24186,Q9VX78,RS5,RS5A_DROME,Ribosomal protein S5,Ribosomal protein S5a,Rp S5a,RpS5,RpS5-PA,RpS5-RA,RpS5a,RpS5a-PA,RpS5a-PB,RpS5a-PC,RpS5a-PD,RpS5a-RA,S5a,U48394,UPI0000000FF4,dme:Dmel_CG8922,ribosomal protein S5 gene,ribosomal protein S5a, isoform B,transcript e
RpS5b	7227.FBpp0082465	https://smart.embl.de/smart/DDvec.cgi?smart=230:Pfam_Ribosomal_S7(77|230)+	40S ribosomal protein S5b; Structural constituent of ribosome; RNA binding. It is involved in the biological process described with: translation; neurogenesis; Belongs to the universal ribosomal protein uS7 family	142157_at,40S ribosomal protein S5b,41807,66877,AAF55116.1,AAL48760.1,AFH06428,AI518824,AI946985,AY071138,BI212711,CG7014,CG7014-PA,CG7014-PB,CG7014-RA,CG7014-RB,DmelCG7014,FBan0007014,FBgn0038277,FBpp0082465,FBpp0300392,FBtr0083006,FBtr0308031,NM_001260181,NM_001260181.1,NM_142150,NM_142150.2,NP_001247110,NP_001247110.1,NP_650407,NP_650407.1,Q9VFE4,RS5B_DROME,Ribosomal protein S5b,RpS5,RpS5b,RpS5b-PA,RpS5b-PB,RpS5b-RA,RpS5b-RB,UPI000007CC89,UPI000237F66B,dme:Dmel_CG7014,ribosomal protein S5b, isoform A
Rpn11	7227.FBpp0078664	https://smart.embl.de/smart/DDvec.cgi?smart=308:JAB_MPN(28|163)+Pfam_MitMem_reg(171|305)+	26S proteasome non-ATPase regulatory subunit 14; Metalloprotease component of the 26S proteasome that specifically cleaves 'Lys-63'-linked polyubiquitin chains. The 26S proteasome is involved in the ATP-dependent degradation of ubiquitinated proteins. The function of the 'Lys-63'-specific deubiquitination of the proteasome is unclear (By similarity)	152520,26S proteasome non-ATPase regulatory subunit 14,26S proteasome regulatory complex subunit p37B,26S proteasome regulatory subunit rpn11,33738,37B,59913,AA141347,AA141348,AAF08394.1,AAF27818.1,AAF52215.1,AAL48599.1,AF145313,AF195189,AY070977,BI167148,CG18174,CG18174-PA,CG18174-RA,CZ482852,CZ482864,DmS13,DmelCG18174,FBan0018174,FBgn0028694,FBpp0078664,FBtr0079027,M67.001,NM_135061,NM_135061.3,NP_608905,NP_608905.1,PSDE_DROME,Q9NIU3,Q9V3H2,RPN11,RPn11,Regulatory particle non-ATPase 11,Rpn11,Rpn11-PA,Rpn11-RA,S13,UPI000007DDBE,Yippee-interacting protein 5,dme:Dmel_CG18174,p37B,regulatory particle non-ATPase 11,yip5,yippee interacting protein 5
Rrp46	7227.FBpp0081725	https://smart.embl.de/smart/DDvec.cgi?smart=233:Pfam_RNase_PH(13|133)+	FI06805p; 3'-5'-exoribonuclease activity. It is involved in the biological process described with: regulation of gene expression; mRNA processing	41270,66416,AA695032,AAF54530.3,AAL13710.1,ACJ23457.1,AW941161,AY058481,BT050573,CG4043,CG4043-PA,CG4043-RA,DmelCG4043,Dmel_CG4043,FBan0004043,FBgn0037815,FBpp0081725,FBtr0082248,FI06805p,NM_141744,NM_141744.2,NP_650001,NP_650001.2,Q95TW1,Q9VGZ2,Q9VGZ2_DROME,Rrp46,Rrp46-PA,Rrp46-RA,UPI000007F6E0,dRrp46,dme:Dmel_CG4043,rrp46
Rtnl1	7227.FBpp0290753	https://smart.embl.de/smart/DDvec.cgi?smart=607:Pfam_Reticulon(411|575)+	Reticulon-like protein; It is involved in the biological process described with: olfactory behavior; inter-male aggressive behavior	142893_at,33721,59905,AA439485,AAF52194.1,AAF52195.1,AAF52196.1,AAF52197.2,AAF52198.2,AAF52199.2,AAL39577.1,AAP47340,AAP47341,AAP47342,AAP47343,AAP47344,AAP47345,AAP47346,AAP47347,AAP47348,AAP47349,AAP47350,AAP76577,AAP76578,AAP76579,AAP76580,AAP76581,AAP76582,AAP76583,AAR82778.1,AAS64638.1,ACU27357.1,ACU30168.1,ACU30170.1,ACZ94166.1,ACZ94167.1,ACZ94168.1,ACZ94169.1,AEU04574.1,AI512051,AW942300,AW943676,AY069432,AY164658,AY164765,AY164766,AY164767,AY164768,AY164769,AY164770,AY164771,AY164772,AY164773,AY164774,AY164775,AZ877645,BT011111,BT099515,BT099529,BT099531,BT132825,C6TP45,CG10712-RA,CG18623,CG33113,CG33113-PA,CG33113-PB,CG33113-PC,CG33113-PD,CG33113-PE,CG33113-PF,CG33113-PG,CG33113-PH,CG33113-PI,CG33113-PJ,CG33113-PL,CG33113-RA,CG33113-RB,CG33113-RC,CG33113-RD,CG33113-RE,CG33113-RF,CG33113-RG,CG33113-RH,CG33113-RI,CG33113-RJ,CG33113-RL,CG8895,CG8895-RA,CG8895-RB,CG8895-RC,CG8895-RD,CG8895-RE,CG8895-RF,CL610179,CZ474668,CZ475726,CZ476640,CZ477878,CZ481936,DmelCG33113,Dmel_CG33113,E1JHT6,E1JHT6_DROME,FBan0033113,FBgn0031666,FBgn0031667,FBgn0053113,FBpp0078674,FBpp0078675,FBpp0078676,FBpp0078677,FBpp0078678,FBpp0078679,FBpp0078680,FBpp0290753,FBpp0290754,FBpp0290755,FBpp0304686,FBtr0079038,FBtr0079039,FBtr0079040,FBtr0079041,FBtr0079042,FBtr0079043,FBtr0079044,FBtr0301538,FBtr0301539,FBtr0301540,FBtr0332413,G9,NM_001169404,NM_001169404.1,NM_001169405,NM_001169405.1,NM_001169406,NM_001169406.1,NM_001169407,NM_001169407.1,NM_175969,NM_175969.2,NM_175970,NM_175970.2,NM_175971,NM_175971.2,NM_175972,NM_175972.2,NM_175973,NM_175973.2,NM_175974,NM_175974.2,NM_205908,NM_205908.1,NP_001162875,NP_001162875.1,NP_001162876,NP_001162876.1,NP_001162877,NP_001162877.1,NP_001162878,NP_001162878.1,NP_787983,NP_787983.1,NP_787984,NP_787984.1,NP_787985,NP_787985.1,NP_787986,NP_787986.1,NP_787987,NP_787987.1,NP_787988,NP_787988.1,NP_995630,NP_995630.1,Q6NP20,Q7KTP4,Q9VMV9,Q9VMW1,Q9VMW2,Q9VMW4,Reticulon-like 1,Reticulon-like protein,Reticulon-like1,Reticulon-like1, isoform H,Retl1,Rtn1,Rtnl-1,Rtnl1,Rtnl1-PA,Rtnl1-PB,Rtnl1-PC,Rtnl1-PD,Rtnl1-PE,Rtnl1-PF,Rtnl1-PG,Rtnl1-PH,Rtnl1-PI,Rtnl1-PJ,Rtnl1-PL,Rtnl1-RA,Rtnl1-RB,Rtnl1-RC,Rtnl1-RD,Rtnl1-RE,Rtnl1-RF,Rtnl1-RG,Rtnl1-RH,Rtnl1-RI,Rtnl1-RJ,Rtnl1-RL,UPI000000744F,UPI0000074ECD,UPI000007AC3E,UPI000007CF84,UPI0000081B97,UPI00001AB87D,UPI00001AB87E,dme:Dmel_CG33113,reticulon,rtnl1
Tm1	7227.FBpp0088904	https://smart.embl.de/smart/DDvec.cgi?smart=711:Pfam_Tropomyosin(6|116)+Pfam_Tropomyosin_1(493|579)+	Tropomyosin-1, isoforms 9A/A/B; Tropomyosin, in association with the troponin complex, plays a central role in the calcium dependent regulation of muscle contraction; Belongs to the tropomyosin family	1305/10,2299,41852,66916,A4V2Y4,AA246548,AA392213,AA567134,AA816806,AAA28965.1,AAA28966.1,AAA28967.1,AAA28968.1,AAA28969.1,AAA28972.1,AAA28975.1,AAF55163.2,AAF55164.2,AAL25301.1,AAL25453.1,AAN13644.1,AAN13645.1,AAN13646.1,AAN13647.2,AAN13648.2,AAN13649.2,AAN13650.1,AAN13651.2,AAN71289.1,AAN71691.1,AAO41469.1,AAR99127.1,AAS65155.1,AAS65156.1,ABJ17058.1,ACO34920.1,ACZ94915.1,AEY70762.1,AFH06437,AFH06438,AI109898,AI456972,AI945031,AW940314,AW943369,AX094111,AY060262,AY060414,BG633523,BI167669,BI231503,BI639426,BT001534,BT001902,BT003786,BT011469,BT029125,BT081362,BT133132,BcDNA:GH09289,BcDNA:LD37158,BcDNA:SD21996,C1C3D3,CAA53800.1,CAA53801.1,CG4898,CG4898-PA,CG4898-PC,CG4898-PE,CG4898-PF,CG4898-PG,CG4898-PH,CG4898-PI,CG4898-PJ,CG4898-PK,CG4898-PL,CG4898-PM,CG4898-PN,CG4898-PO,CG4898-PP,CG4898-PQ,CG4898-PR,CG4898-PS,CG4898-RA,CG4898-RC,CG4898-RE,CG4898-RF,CG4898-RG,CG4898-RH,CG4898-RI,CG4898-RJ,CG4898-RK,CG4898-RL,CG4898-RM,CG4898-RN,CG4898-RO,CG4898-RP,CG4898-RQ,CG4898-RR,CG4898-RS,CL844495,CZ469463,CZ471925,CZ478856,CZ478978,CZ478979,CZ481166,CZ481172,CZ482841,Cytoskeletal tropomyosin,Dm Tm1,Dm TmH33,Dm TmH34,DmTm1,DmelCG4898,FBan0004898,FBgn0003721,FBgn0010776,FBgn0011036,FBgn0015832,FBgn0015833,FBgn0046771,FBgn0046800,FBgn0060408,FBgn0064771,FBpp0088896,FBpp0088898,FBpp0088899,FBpp0088900,FBpp0088901,FBpp0088902,FBpp0088903,FBpp0088904,FBpp0088906,FBpp0089024,FBpp0291171,FBpp0291172,FBpp0296934,FBpp0296935,FBpp0296936,FBpp0306045,FBpp0306046,FBtr0089957,FBtr0089959,FBtr0089960,FBtr0089961,FBtr0089962,FBtr0089963,FBtr0089964,FBtr0089965,FBtr0089967,FBtr0089968,FBtr0301959,FBtr0301960,FBtr0305654,FBtr0305655,FBtr0305656,FBtr0333917,FBtr0333918,H1UUP7,J03502,K02620,K02621,L00355,L00356,L00357,L00358,L00359,L00360,L00361,L00362,L00363,M12840,M13023,M15466,NM_001170148,NM_001170148.1,NM_001260190,NM_001260190.1,NM_001260191,NM_001260191.1,NM_079636,NM_079636.3,NM_169633,NM_169633.4,NM_169634,NM_169634.2,NM_169635,NM_169635.2,NM_169636,NM_169636.2,NM_169637,NM_169637.4,NM_169638,NM_169638.3,NM_169639,NM_169639.3,NM_169640,NM_169640.3,NM_169641,NM_169641.3,NM_206494,NM_206494.2,NM_206495,NM_206495.2,NP_001163619,NP_001163619.1,NP_001247119,NP_001247119.1,NP_001247120,NP_001247120.1,NP_524360,NP_524360.2,NP_732001,NP_732001.3,NP_732002,NP_732002.1,NP_732003,NP_732003.1,NP_732004,NP_732004.1,NP_732005,NP_732005.2,NP_732006,NP_732006.2,NP_732007,NP_732007.2,NP_732008,NP_732008.1,NP_732009,NP_732009.2,NP_996216,NP_996216.1,NP_996217,NP_996217.1,P06754,P09492,P49455,P49456,PmI,Q058U3,Q24425,Q24426,Q6NN28,Q7KSH8,Q7KSH9,Q7KSI0,Q7KSI1,Q8IG84,Q8IGY1,Q8INE4,Q8INE5,Q95SZ3,Q95TA3,Q9VF96,Q9VF97,TMII,TPM1_DROME,Tm,Tm1,Tm1-PA,Tm1-PC,Tm1-PE,Tm1-PF,Tm1-PG,Tm1-PH,Tm1-PI,Tm1-PJ,Tm1-PK,Tm1-PL,Tm1-PM,Tm1-PN,Tm1-PO,Tm1-PP,Tm1-PQ,Tm1-PR,Tm1-PS,Tm1-RA,Tm1-RC,Tm1-RE,Tm1-RF,Tm1-RG,Tm1-RH,Tm1-RI,Tm1-RJ,Tm1-RK,Tm1-RL,Tm1-RM,Tm1-RN,Tm1-RO,Tm1-RP,Tm1-RQ,Tm1-RR,Tm1-RS,TmH-33,TmH-34,TmH33,TmH34,TmII,Tmr33,Tmr34,TnH,TnH-33,TnH-34,Tropomyosin,Tropomyosin 1,Tropomyosin I,Tropomyosin II,Tropomyosin-1,Tropomyosin-1, isoforms 9A/A/B,Troponin H,UPI000000C164,UPI00000825B8,UPI0000083D05,UPI00000850C9,UPI00000851B8,UPI00001E2191,UPI000034DFAF,UPI000034DFB0,UPI000034DFB1,UPI000237F640,UPI000237F641,X76208,cTM,cTm,cTmII,cytoplasmic tropomyosin,cytoskeletal Tropomyosin,dme:Dmel_CG4898,l(3)02299,l(3)S130510,l(3)s2958,mTmII,region 3,tm1,tropomyosin,tropomyosin 1, isoform K,tropomyosin II,tropomyosinII,tropomysin II,troponin-H,troponin-H isoform 34,unnamed
Tm2	7227.FBpp0082535	https://smart.embl.de/smart/DDvec.cgi?smart=284:Pfam_Tropomyosin_1(7|153)+	Tropomyosin-2; Tropomyosin, in association with the troponin complex, plays a central role in the calcium dependent regulation of muscle contraction. May also regulate motor systems required to maintain nuclear integrity and apico-basal polarity during embryogenesis	25020,41853,66917,A0AVW5,A4V2Y6,AAA28970.1,AAA28971.1,AAA28973.1,AAA28974.1,AAL48709.1,AAN13652.1,AAN13653.1,AAN13654.2,ABK30920.1,ACI16542.1,AEX93167.1,AY071087,BI172838,BT029283,BT044580,BT133082,CAA26142.1,CG4843,CG4843-PA,CG4843-PB,CG4843-PC,CG4843-PD,CG4843-PE,CG4843-RA,CG4843-RB,CG4843-RC,CG4843-RD,CG4843-RE,DROTROPI1,DmelCG4843,FBan0004843,FBgn0002442,FBgn0003722,FBgn0003724,FBgn0004117,FBgn0026830,FBpp0082535,FBpp0082536,FBpp0089270,FBpp0306047,FBpp0306048,FBtr0083078,FBtr0083079,FBtr0083080,FBtr0333919,FBtr0333920,H1UUJ7,Ifm(3)3,Ifm(3)5,Ifm-TmI,K02622,K02623,K03275,K03276,K03277,M10908,NM_079637,NM_079637.4,NM_169644,NM_169644.1,NM_169645,NM_169645.3,NP_001262592,NP_001262592.1,NP_001262593.1,NP_001287337.1,NP_524361,NP_524361.4,NP_732012,NP_732012.1,NP_732013,NP_732013.2,P09490,P09491,Q24408,Q24427,Q24428,Q8SZ65,Q9VF95,TM2,TPM2_DROME,Tm,Tm1,Tm127,Tm2,Tm2-PA,Tm2-PB,Tm2-PC,Tm2-PD,Tm2-PE,Tm2-PF,Tm2-PG,Tm2-RA,Tm2-RB,Tm2-RC,Tm2-RD,Tm2-RE,TmI,TmII,Tn-H,Tropomyosin,Tropomyosin 2,Tropomyosin I,Tropomyosin-2,UPI000000759C,UPI0000137257,X02220,dme:Dmel_CG4843,dro Tm,l(3)nc99Eb,lethal(3)nc99Eb,mTmI,tropomyosin 127,tropomyosin 2, isoform F,tropomyosin I,tropomyosin2
TotA	7227.FBpp0083378	https://smart.embl.de/smart/DDvec.cgi?smart=129:SIGNAL(1|21)+Pfam_Turandot(41|118)+	Protein Turandot A; A humoral factor that plays a role in stress tolerance; gives increased resistance to the lethal effects of bacterial challenge and stress. Regulated by the JAK/STAT pathway and NF-KB- like Relish pathway in the fat body, upd3 in the hemocytes and Mekk1 in response to septic injury and consequent immune response; Belongs to the Turandot family	44121,AAK40253.1,AAK40254.1,AAK64523.1,AAN13840.1,AAR31120.1,AY029600,AY029601,AY035990,BI587363,BT011049,CG31509,CG31509-PA,CG31509-RA,DmelCG31509,FBan0031509,FBgn0028396,FBgn0051509,FBpp0083378,FBtr0083971,NM_080517,NM_080517.2,NP_536778,NP_536778.2,Protein Turandot A,Q8IN44,Q95NS3,Stress-inducible humoral factor Turandot A,TOTA_DROME,Tot,Tot A,Tot-A,TotA,TotA-PA,TotA-RA,Turandot,Turandot A,Turt,UPI000008489B,dme:Dmel_CG31509,tot,totA,turandot A
TotC	7227.FBpp0083379	https://smart.embl.de/smart/DDvec.cgi?smart=129:SIGNAL(1|21)+Pfam_Turandot(41|118)+	Turandot C belongs to a class of poorly characterized secreted peptide. Some Turandots are expressed in response to stress in the fat body by the JAK-STAT pathway	117462,72896,AAK64522.1,AAN13841.1,AAY55721.1,AY035989,BT023305,CG31508,CG31508-PA,CG31508-RA,CZ484167,CZ484168,DmelCG31508,FBan0031508,FBgn0044812,FBgn0051508,FBpp0083379,FBtr0083972,NM_080518,NM_080518.2,NP_536779,NP_536779.2,Protein Turandot C,Q8IN43,Q962D9,Stress-inducible humoral factor Turandot C,TOTC_DROME,TOTc,TotC,TotC-PA,TotC-RA,Turandot,Turandot C,UPI000008489C,dme:Dmel_CG31508,tot,totC,turandot C
TpnC73F	7227.FBpp0088546	https://smart.embl.de/smart/DDvec.cgi?smart=155:EFh(15|43)+EFh(51|79)+EFh(91|119)+EFh(127|155)+	Troponin C, isoform 3; Calcium ion binding	39916,65208,AAF49371.1,AAM50973.1,AAN11732.1,ACV91648.1,AY119113,BI172358,BT099811,C8VV65,CAA53627.1,CG7930,CG7930-PA,CG7930-RA,CS025550,DmTnC3,DmTpnC73F,DmTpnCIa,DmelCG7930,FBan0007930,FBgn0010424,FBpp0088546,FBtr0089585,NM_079398,NM_079398.3,NP_001287091,NP_001287091.1,NP_524122,NP_524122.2,P47949,Q8IQP5,Q9VVE1,TNC,TNC73F,TNNC3_DROME,TnC,TnC73F,TpnC Ia,TpnC73F,TpnC73F-PA,TpnC73F-PC,TpnC73F-RA,TpnCIa,Troponin C at 73F,Troponin C, isoform 3,UPI000012493A,X76042,dme:Dmel_CG7930,troponin C,troponin C at 73F, isoform C,troponin C73F,unnamed
Tsp42Ea	7227.FBpp0085503	https://smart.embl.de/smart/DDvec.cgi?smart=226:Pfam_Tetraspannin(8|216)+	Tetraspanin 42Ea	59178,72834,AAF23825.1,AAF57420.2,AAF90140.1,AAG22210.2,AAG22311.2,AAL39194.1,AAN71210.1,AF220041,AF274014,AI107813,AI402017,AY069049,BH759566,BI230222,BT001455,BcDNA:GH05668,BcDNA:GM15292,CG18742,CG18817,CG18817-PA,CG18817-PB,CG18817-PC,CG18817-RA,CG18817-RB,CG18817-RC,CG3364,CZ474738,CZ475672,CZ477391,Dm.Tsp42Ea,DmelCG18817,Dmel_CG18817,FBan0018817,FBgn0029508,FBgn0033123,FBgn0042099,FBgn0042140,FBgn0064940,FBpp0085503,FBpp0085504,FBpp0085505,FBtr0086171,FBtr0086172,FBtr0086173,GH05668,NM_080273,NM_080273.2,NM_144389,NM_144389.1,NM_165502,NM_165502.1,NP_525012,NP_525012.2,NP_652646,NP_652646.1,NP_724524,NP_724524.1,Q7K1I4,Q7K1I4_DROME,Q9U3V4,Tetraspanin,Tetraspanin 42Ea,Tsp42Ea,Tsp42Ea-PA,Tsp42Ea-PB,Tsp42Ea-PC,Tsp42Ea-RA,Tsp42Ea-RB,Tsp42Ea-RC,UPI0000007699,dme:Dmel_CG18817,tetraspanin 42E,tetraspanin 42Ea, isoform A
Ubc6	7227.FBpp0078490	https://smart.embl.de/smart/DDvec.cgi?smart=151:UBCc(7|150)+	Ubiquitin-conjugating enzyme E2-17 kDa; Catalyzes the covalent attachment of ubiquitin to other proteins. Required for postreplication repair of UV-damaged DNA. Involved in the negative regulation of the Ras/MAPK signaling pathway in the wing by acting with the putative E3 ligases poe, Kcmf1 and Ufd4 to mediate the ubiquitination and proteasomal degradation of rl/MAPK; Belongs to the ubiquitin-conjugating enzyme family	2.3.2.23,40610,AA817430,AAA28308.1,AAA28309.1,AAF52079.1,AAO39484.1,ACZ94807.1,ADI44152.1,AFH06235,AFH06236,AI455302,AX093930,BI372016,BT003481,BT124994,BcDNA:RE56673,CG2013,CG2013-PA,CG2013-PB,CG2013-PC,CG2013-PD,CG2013-RA,CG2013-RB,CG2013-RC,CG2013-RD,CZ472517,CZ472518,CZ479281,D6W4U4,Dhr6,DmelCG2013,E1JJ49,E2 ubiquitin-conjugating enzyme 6,EC 2.3.2.23,FBan0002013,FBgn0004436,FBgn0064873,FBpp0078490,FBpp0290877,FBpp0297243,FBpp0300891,FBtr0078849,FBtr0301663,FBtr0306106,FBtr0308685,M63791,M63792,M64435,NM_001170037,NM_001170037.1,NM_001259987,NM_001259987.1,NM_001259988,NM_001259988.1,NM_079506,NM_079506.3,NP_001163508,NP_001163508.1,NP_001246916,NP_001246916.1,NP_001246917,NP_001246917.1,NP_524230,NP_524230.2,P25153,Q9VN70,RAD6,UBCD6_DROME,UPI000000C041,UPI0001C0000F,Ubc6,Ubc6-PA,Ubc6-PC,UbcD6,UbcD6-PA,UbcD6-PB,UbcD6-PC,UbcD6-PD,UbcD6-RA,UbcD6-RB,UbcD6-RC,UbcD6-RD,Ubiquitin Conjugating Enzyme,Ubiquitin carrier protein,Ubiquitin conjugating enzyme,Ubiquitin-conjugating enzyme E2-17 kDa,Ubiquitin-protein ligase,dme:Dmel_CG2013,ubiquitin conjugating enzyme 6, isoform C
Ugt35b	7227.FBpp0081851	https://smart.embl.de/smart/DDvec.cgi?smart=516:SIGNAL(1|19)+Pfam_Glyco_tran_28_C(348|440)+	UDP-glucuronosyltransferase; Glucuronosyltransferase activity; UDP-glycosyltransferase activity. It is involved in the biological process described with: metabolic process; sensory perception of smell; Belongs to the UDP-glycosyltransferase family	2.4.1.17,41333,AAD22027.1,AAF54595.1,AAK92866.1,AC 006491B,AF116554,AI134003,AI402259,AY051442,CG6649,CG6649-PA,CG6649-RA,DmeUgt35b,DmelCG6649,Dmel_CG6649,EC 2.4.1.17,FBan0006649,FBgn0015836,FBgn0026314,FBgn0040258,FBpp0081851,FBtr0082375,NM_079589,NM_079589.2,NP_524313,NP_524313.2,Q9VGT0,Q9VGT0_DROME,Q9XYN3,UDP-glucuronosyltransferase,UDP-glycosyltransferase,UDP-glycosyltransferase 35b,UDPGT2,UGT35b,UPI0000077DC8,Ugt-35b,Ugt35B,Ugt35b,Ugt35b-PA,Ugt35b-RA,Ugt86Db,dme:Dmel_CG6649,ugt35b,unnamed
Vm26Aa	7227.FBpp0305434	https://smart.embl.de/smart/DDvec.cgi?smart=141:SIGNAL(1|18)+Pfam_Vitelline_membr(72|108)+	Vitelline membrane protein Vm26Aa; Major early eggshell protein; Belongs to the vitelline membrane protein family	33829,59994,A0JQ49,AAA29015.1,AAA29017.1,AAC37191.1,AAF52310.1,ABE73325.1,ABK57076.1,ABO71705.1,BT025155,BT029419,CG9048,CG9048-PA,CG9048-PB,CG9048-RA,CG9048-RB,DmelCG9048,EF441664,FBan0009048,FBgn0003979,FBpp0078869,FBpp0305434,FBtr0079239,FBtr0333232,L08788,M18280,M22699,NM_057435,NM_057435.3,NP_001260115,NP_001260115.1,NP_476783,NP_476783.1,P11449,Protein SV17.5,Protein TU-2,Q1RKQ5,Q9VMK4,TU-2,UPI00001249A9,VM26A.1,VM26Aa,VTU1_DROME,Vitelline membrane 26Aa,Vitelline membrane protein Vm26Aa,Vm26A,Vm26A1,Vm26Aa,Vm26Aa-PA,Vm26Aa-PB,Vm26Aa-RA,Vm26Aa-RB,dme:Dmel_CG9048,sV17,vitelline membrane 26Aa, isoform B
cana	7227.FBpp0079795	https://smart.embl.de/smart/DDvec.cgi?smart=1931:KISc(6|318)+COIL(487|574)+COIL(693|814)+COIL(931|974)+COIL(1101|1272)+COIL(1319|1394)+COIL(1430|1756)+COIL(1785|1845)+	CENP-ana, isoform A; ATP binding; microtubule binding; microtubule motor activity; plus-end-directed microtubule motor activity. It is involved in the biological process described with: mitotic anaphase; microtubule-based movement; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	3771934,533531,AA816686,AAF32356.1,AAF53089.2,AAN10776.1,AAN10777.1,AAN10778.1,AAN10779.1,AAO41182.1,ABF85715.1,AF220354,AQ025844,BT015230,BT021320,BT025815,CENP-E ana,CENP-ana,CENP-ana, isoform A,CENPana,CG32955,CG32955-RE,CG33694,CG33694-PA,CG33694-RA,CG4831,CP15516,Cana,Cenp-E,Cenp_E,DmCana,DmelCG33694,Dmel_CG33694,FBan0032955,FBgn0022074,FBgn0032356,FBgn0040233,FBgn0052955,FBgn0053694,FBpp0079795,FBtr0091678,KIF 10,KIF10,NM_001032076,NM_001032076.1,NM_001032077,NM_001032077.1,NM_001032080,NM_001032080.1,NP_001027247,NP_001027247.1,NP_001027248,NP_001027248.1,NP_001027251,NP_001027251.1,Q1ECB9,Q9NCF9,Q9VKH9,Q9VKH9_DROME,UPI000007EDDC,cana,cana-PA,cana-PB,cana-PC,cana-RA,cana-RE,dme:Dmel_CG33694,l(2)k07716
