#node	identifier	domain_summary_url	annotation	other_names_and_aliases
Vps28	7227.FBpp0302051	https://smart.embl.de/smart/DDvec.cgi?smart=210:Pfam_VPS28(27|207)+	Vacuolar protein sorting 28 is a member of the ESCRT-I complex, which sorts certain endocytosed receptors for degradation via the multivesicular body; Belongs to the VPS28 family	47408,70793,AAF59143.1,AAL28168.1,AI064166,AI401952,AQ026107,AY060620,CG12770,CG12770-PA,CG12770-PB,CG12770-RA,CG12770-RB,DmVps28,DmelCG12770,Dvps28,ESCRT-I,ESCRT-I complex subunit VPS28,ESCRT-II,FBan0012770,FBgn0021814,FBgn0033254,FBpp0087901,FBpp0302051,FBtr0088825,FBtr0310370,NM_143796,NM_143796.3,NP_001260796,NP_001260796.1,NP_652053,NP_652053.1,Q9V359,UPI000012463B,VPS28_DROME,Vacuolar protein sorting 28,Vps28,Vps28-PA,Vps28-PB,Vps28-RA,Vps28-RB,dVps28,dme:Dmel_CG12770,l(2)k16503,vacuolar protein sorting 28, isoform B,vps28
Yp1	7227.FBpp0071354	https://smart.embl.de/smart/DDvec.cgi?smart=439:SIGNAL(1|19)+Pfam_Lipase(115|410)+	Vitellogenin-1; Vitellogenin is the major yolk protein of eggs where it is used as a food source during embryogenesis; Belongs to the AB hydrolase superfamily. Lipase family	31939,58375,AAF46548.1,AAL68367.1,ABC86509.1,AY075560,BI624969,BT024447,CAA23502.1,CAA25709.1,CG2985,CG2985-PA,CG2985-RA,DmYP1,DmelCG2985,FBan0002985,FBgn0004045,FBpp0071354,FBtr0071419,NM_078548,NM_078548.3,NP_001285071,NP_001285071.1,NP_511103,NP_511103.1,P02843,Q29QE3,Q8SXV7,Q9W2Y9,R01602,R03402,R03403,R03404,UPI00001249E1,V00248,VG1,VIT1Dm,VIT1_DROME,Vitellogenin I,Vitellogenin-1,YP,YP-1,YP1,YPI,YP[[1]],Yok protein 1,Yolk protein 1,Yp1,Yp1-PA,Yp1-PB,Yp1-RA,dme:Dmel_CG2985,fs(1)1163,fs(1)A1163,vitellogenin,yolk protein,yolk protein 1,yolk protein 1, isoform B,yolk protein I,yolk-protein 1,yp-1,yp1
Yp3	7227.FBpp0073652	https://smart.embl.de/smart/DDvec.cgi?smart=420:SIGNAL(1|19)+Pfam_Lipase(118|400)+	Vitellogenin-3; Vitellogenin is the major yolk protein of eggs where it is used as a food source during embryogenesis; Belongs to the AB hydrolase superfamily. Lipase family	15010,32339,58712,AAA29024.1,AAF48314.2,AAM29566.1,ADB93363.1,AY113561,BI572980,BT120217,CAA28451.1,CG11129,CG11129-PA,CG11129-RA,D3DMQ1,DmelCG11129,FBan0011129,FBgn0000781,FBgn0004047,FBpp0073652,FBtr0073821,NM_078593,NM_078593.3,NP_001285228,NP_001285228.1,NP_511148,NP_511148.2,P06607,Q8MYV8,Q9VY89,UPI0000080099,VG3,VIT3Dm,VIT3_DROME,Vitellogenin III,Vitellogenin-3,YP,YP-3,YP3,YP[[3]],Yolk protein 3,Yp3,Yp3-PA,Yp3-PB,Yp3-RA,dme:Dmel_CG11129,fs(1)1526,fs(1)A1526,unnamed,vitellogenin,yolk protein,yolk protein 3,yolk protein 3, isoform B,yp3
Zasp66	7227.FBpp0088529	https://smart.embl.de/smart/DDvec.cgi?smart=430:PDZ(50|119)+ZM(285|310)+	Z band alternatively spliced PDZ-motif protein 66, isoform E; Muscle alpha-actinin binding; protein phosphatase 1 binding. It is involved in the biological process described with: mesoderm development; myofibril assembly	38988,64396,AA697154,AAF50384.1,AAF50386.1,AAL13644.1,AAL28509.1,AAN11990.2,AAN11991.2,AAN11992.2,AAO41263.1,AAO41264.1,AAO41265.2,ABJ17060.1,ACS68166.1,ACT88153.1,ACZ94653.1,ACZ94654.1,ACZ94655.1,ACZ94656.1,ACZ94657.1,ADF28789.1,ADH29882.1,AFH97160.1,AI388325,AW940728,AW941338,AX201646,AY058415,AY060961,BT029127,BT088849,BT089012,BT124748,BT124914,BT133470,CG6416,CG6416-PA,CG6416-PB,CG6416-PE,CG6416-PF,CG6416-PG,CG6416-PH,CG6416-PI,CG6416-PJ,CG6416-PK,CG6416-PM,CG6416-PN,CG6416-PO,CG6416-RA,CG6416-RB,CG6416-RE,CG6416-RF,CG6416-RG,CG6416-RH,CG6416-RI,CG6416-RJ,CG6416-RK,CG6416-RM,CG6416-RN,CG6416-RO,D5AEL1,D6W4L4,DmelCG6416,Dmel_CG6416,E1JI73,E1JI74,E1JI76,E1JI77,FBan0006416,FBgn0035917,FBgn0045924,FBpp0088529,FBpp0088530,FBpp0088531,FBpp0088532,FBpp0088533,FBpp0088534,FBpp0088535,FBpp0089007,FBpp0290377,FBpp0290379,FBpp0290380,FBpp0290381,FBtr0089561,FBtr0089562,FBtr0089563,FBtr0089564,FBtr0089565,FBtr0089566,FBtr0089567,FBtr0089568,FBtr0301154,FBtr0301156,FBtr0301157,FBtr0301158,NM_001169911,NM_001169911.1,NM_001169913,NM_001169913.1,NM_001169914,NM_001169914.1,NM_001169915,NM_001169915.1,NM_139989,NM_139989.4,NM_168283,NM_168283.3,NM_168284,NM_168284.3,NM_168286,NM_168286.3,NM_176303,NM_176303.3,NM_176304,NM_176304.3,NM_176305,NM_176305.3,NM_176306,NM_176306.2,NP_001163382,NP_001163382.1,NP_001163383,NP_001163383.1,NP_001163384,NP_001163384.1,NP_001163385,NP_001163385.1,NP_001163386,NP_001163386.1,NP_648246,NP_648246.3,NP_729395,NP_729395.2,NP_729396,NP_729396.2,NP_729398,NP_729398.1,NP_788481,NP_788481.1,NP_788482,NP_788482.1,NP_788483,NP_788483.1,NP_788484,NP_788484.2,Q058U1,Q7KUB5,Q86BH5,Q86BH6,Q8IQB3,Q8IQB4,Q8IQB4_DROME,Q95TZ7,Q9VSN0,Q9VSN2,UPI0000007369,UPI000000736A,UPI000000736B,UPI000000736C,UPI0000077C06,UPI0000082919,UPI00000845AC,UPI000034DEC5,UPI0000E4486C,UPI0001C000A9,UPI0001C000AA,ZASP66,Zaps66,Zasp66,Zasp66-PA,Zasp66-PB,Zasp66-PE,Zasp66-PF,Zasp66-PG,Zasp66-PH,Zasp66-PI,Zasp66-PJ,Zasp66-PK,Zasp66-PM,Zasp66-PN,Zasp66-PO,Zasp66-RA,Zasp66-RB,Zasp66-RE,Zasp66-RF,Zasp66-RG,Zasp66-RH,Zasp66-RI,Zasp66-RJ,Zasp66-RK,Zasp66-RM,Zasp66-RN,Zasp66-RO,anon-WO0153538.30,dme:Dmel_CG6416
alpha-Est5	7227.FBpp0298275	https://smart.embl.de/smart/DDvec.cgi?smart=543:Pfam_Abhydrolase_3(108|302)+	Alpha-Esterase-5, isoform B; Carboxylic ester hydrolase activity	40905,A0A0B4K6V8,A0A0B4K6V8_DROME,AAB01146.1,AAF54006.3,AAL13574.1,AFH06284,AI134529,AW940441,AY058345,Alpha-Esterase-5, isoform B,BH614853,CG1089,CG1089-PA,CG1089-PB,CG1089-RA,CG1089-RB,CZ472829,CZ472830,CZ473673,CZ473674,CZ474265,CZ476635,D,DmalphaE5,DmelCG1089,Dmel_CG1089,EST-C,EST9,ESTC,Est-9,Est-C,Est-c,EstC,Esterase C,FBan0001089,FBgn0000593,FBgn0015573,FBgn0261393,FBpp0081071,FBpp0298275,FBtr0081547,FBtr0307274,NM_001260036,NM_001260036.1,NM_079541,NM_079541.3,NP_001246965,NP_001246965.1,NP_524265,NP_524265.3,Q24198,Q95U30,Q9VIB9,U51047,UPI00000074F9,UPI000237F614,aE5,alpha-Est5,alpha-Est5-PA,alpha-Est5-PB,alpha-Est5-RA,alpha-Est5-RB,alpha-Esterase-5,alpha-Esterase-5, isoform B,alphaE5,dme:Dmel_CG1089,esterase-C,fragment D,unnamed
asf1	7227.FBpp0074715	https://smart.embl.de/smart/DDvec.cgi?smart=218:Pfam_ASF1_hist_chap(1|154)+	Histone chaperone asf1; Histone chaperone that facilitates histone deposition and histone exchange and removal during nucleosome assembly and disassembly. Cooperates with chromatin assembly factor 1 (CAF-1) to promote replication-dependent chromatin assembly. Plays a role in the formation of silent heterochromatin	40141,65411,AAF15354.1,AAF49131.1,AAO45225.1,ADV37567,AF189278,AI519698,AM294236,AM294237,AM294238,AM294239,AM294240,AM294241,AM294242,AM294243,AM294244,AM294245,AM294246,ASF1,ASF1_DROME,AW943465,Anti-silencing factor 1,Anti-silencing function protein 1,BT004869,C0MIY4,CAL26140.1,CAL26141.1,CAL26142.1,CAL26143.1,CAL26144.1,CAL26145.1,CAL26146.1,CAL26147.1,CAL26148.1,CAL26149.1,CAL26150.1,CAR93232.1,CAR93233.1,CAR93234.1,CAR93235.1,CAR93236.1,CAR93237.1,CAR93238.1,CAR93239.1,CAR93240.1,CAR93241.1,CAR93242.1,CAR93243.1,CG9383,CG9383-PA,CG9383-PB,CG9383-RA,CG9383-RB,DU708671,DmelCG9383,FBan0009383,FBgn0029094,FBpp0074715,FBpp0291576,FBtr0074947,FBtr0302381,FM245306,FM245307,FM245308,FM245309,FM245310,FM245311,FM245312,FM245313,FM245314,FM245315,FM245316,FM245317,Histone chaperone asf1,NM_001202202,NM_001202202.1,NM_079439,NM_079439.3,NP_001189131,NP_001189131.1,NP_524163,NP_524163.1,Q9V464,UPI000000C4D8,anti- silencing function 1,anti-silencing factor,anti-silencing factor 1,anti-silencing factor 1, isoform B,asf1,asf1-PA,asf1-PB,asf1-RA,asf1-RB,dASF/SF2,dASF1,dme:Dmel_CG9383,l(3)76BDq
bic	7227.FBpp0086895	https://smart.embl.de/smart/DDvec.cgi?smart=169:Pfam_NAC(36|92)+	Transcription factor BTF3; It is involved in the biological process described with: intracellular mRNA localization involved in anterior/posterior axis specification; regulation of pole plasm oskar mRNA localization; regulation of establishment of protein localization; Belongs to the NAC-beta family	107/12,45827,5A,69909,AA696226,AA803638,AAD46830.1,AAF06076.1,AAF58449.1,AAL48482.1,AAM68610.1,ACS68171.1,AF151116,AF160890,AQ034027,AW941371,AY070860,BT088854,BcDNA.GM05329,BcDNA:GM05329,Bic,Bicaudal,Btf,CG3644,CG3644-PA,CG3644-PB,CG3644-RA,CG3644-RB,CL844382,DmelCG3644,Dmel_CG3644,E(2)Bic,E(Bic),Enhancer of Bicaudal,FBan0003644,FBgn0000181,FBgn0002068,FBgn0004676,FBgn0021942,FBgn0027918,FBpp0086895,FBpp0086896,FBtr0087782,FBtr0087783,NM_057505,NM_057505.4,NM_165954,NM_165954.2,NP_476853,NP_476853.1,NP_725235,NP_725235.1,Q7KM15,Q7KM15_DROME,Q9U9Q7,Transcription factor BTF3,UPI000000772B,bic,bic-PA,bic-PB,bic-RA,bic-RB,bicaudal,bicaudal, isoform A,dme:Dmel_CG3644,l(2)49Da,l(2)k10712,l(2)vr22,vr22
cN-IIIB	7227.FBpp0072168	https://smart.embl.de/smart/DDvec.cgi?smart=319:Pfam_UMPH-1(58|304)+	7-methylguanosine phosphate-specific 5'-nucleotidase; Specifically hydrolyzes 7-methylguanosine monophosphate (m(7)GMP) to 7-methylguanosine and inorganic phosphate. Also able to mediate hydrolysis of diphosphate (m(7)GDP) to 7-methylguanosine and 2 inorganic phosphate with lower activity. The specific activity for m(7)GMP may protect cells against undesired salvage of m(7)GMP and its incorporation into nucleic acids. Also has weak activity for CMP. UMP and purine nucleotides are poor substrates; Belongs to the pyrimidine 5'-nucleotidase family	3.1.3.5,37875,4NV0,4NWI,5NT3B_DROME,AA949962,AAF47180.1,AAL28906.1,AW942894,AY061358,CG3362,CG3362-PA,CG3362-RA,CZ468118,CZ489295,CZ490790,Cytosolic 5'-nucleotidase IIIB,DmelCG3362,EC 3.1.3.5,FBan0003362,FBgn0034988,FBpp0072168,FBtr0072261,N(7)-methylguanylate 5'-phosphatase,NM_138051,NM_138051.3,NP_611895,NP_611895.1,Q9W197,UPI000007FF0A,cN-IIIB,cN-IIIB-PA,cytosolic 5'-nucleotidase IIIB,dme:Dmel_CG3362
chic	7227.FBpp0089196	https://smart.embl.de/smart/DDvec.cgi?smart=126:PROF(1|126)+	Profilin; Binds to actin and affects the structure of the cytoskeleton. At high concentrations, profilin prevents the polymerization of actin, whereas it enhances it at low concentrations. By binding to PIP2, it inhibits the formation of IP3 and DG. This profilin is required for intercellular cytoplasm transport during Drosophila oogenesis	33834,59999,AA264383,AA441071,AA540038,AAA28418.1,AAA28419.1,AAF52315.1,AAF52316.1,AAL39589.1,AAM75036.1,AAN10565.1,AAS64643.1,AAY56643.1,AFH03579,AFH03580,AQ025026,AQ025993,AQ026056,AQ026482,AQ073404,AQ254819,AW942382,AY069444,AY128443,CG9553,CG9553-PA,CG9553-PB,CG9553-PC,CG9553-PD,CG9553-PE,CG9553-PF,CG9553-RA,CG9553-RB,CG9553-RC,CG9553-RD,CG9553-RE,CG9553-RF,CL632151,CW848232,CZ473038,CZ477197,CZ477632,Chi,Chic,Chickadee,D88,DProfilin,DQ062770,DmelCG9553,FBan0009553,FBgn0000308,FBgn0013731,FBpp0078864,FBpp0078865,FBpp0078866,FBpp0089196,FBpp0301151,FBpp0301152,FBtr0001870,FBtr0001871,FBtr0001872,FBtr0079233,FBtr0079234,FBtr0079235,FBtr0079236,FBtr0309212,FBtr0309213,GH4,M84528,M84529,NM_001258976,NM_001258976.1,NM_001258977,NM_001258977.1,NM_057668,NM_057668.5,NM_134304,NM_134304.2,NM_164667,NM_164667.2,NM_205913,NM_205913.2,NP_001245905,NP_001245905.1,NP_001245906,NP_001245906.1,NP_477016,NP_477016.1,NP_599131,NP_599131.1,NP_723136,NP_723136.1,NP_995635,NP_995635.1,P25843,PROF_DROME,Profilin,Protein chickadee,Q3YMV6,Q9VMJ9,UPI0000000F89,chi,chi[+]R1.0,chi[+]R1.2,chic,chic-PA,chic-PB,chic-PC,chic-PD,chic-PE,chic-PF,chic-RA,chic-RB,chic-RC,chic-RD,chic-RE,chic-RF,chic[+]R1.0,chic[+]R1.2,chickaddee,chickadee,chickadee, isoform E,dme:Dmel_CG9553,l(2)27/7,profilin,sand,stranded
cni	7227.FBpp0080405	https://smart.embl.de/smart/DDvec.cgi?smart=144:Pfam_Cornichon(7|135)+	Protein cornichon; Acts as cargo receptor necessary for the transportation of gurken (grk) to a transitional endoplasmic reticulum (tER) site and promotes its incorporation into coat protein complex II (COPII) vesicles. Associated with gurken, produces a signal received by torpedo resulting in a signaling pathway that first establishes posterior follicle cell fates and normal localization of the anterior and posterior determinants, later they act in a signaling event inducing dorsal follicle cell fates and regulating the dorsal-ventral pattern of egg and embryo	34967,A4V0S2,AAA86527.1,AAF45003,AAF53521.1,AAF53522.1,AAS15665.1,AC092398,AI516860,BG:DS02740.13,BH610007,BT011529,CG5855,CG5855-PA,CG5855-PB,CG5855-RA,CG5855-RB,CNI_DROME,Cni,Cornichon,DmelCG5855,FBan0005855,FBgn0000339,FBgn0020601,FBpp0080405,FBpp0080406,FBtr0080848,FBtr0080849,IV,NM_057720,NM_057720.2,NM_165151,NM_165151.1,NP_001260495,NP_001260495.1,NP_477068,NP_477068.1,NP_723959,NP_723959.1,P49858,Protein cornichon,Q53XF2,Q9V423,U28069,UPI0000124899,anon-35Fe,cni,cni-PA,cni-PB,cni-PC,cni-RA,cni-RB,cornichon,cornichon, isoform C,dme:Dmel_CG5855,spindle-G,spnG
dUTPase	7227.FBpp0079746	https://smart.embl.de/smart/DDvec.cgi?smart=188:Pfam_dUTPase(29|158)+	Deoxyuridine triphosphatase, isoform A; dUTP diphosphatase activity. It is involved in the biological process described with: dUTP metabolic process	3.6.1.23,34529,3ECY,60593,AA264930,AA816868,AAD46856.1,AAF53053.1,AAN10772.1,ACU12380.1,AF160916,AI294324,AI512510,AW941671,BT089034,BcDNA.LD08534,BcDNA:LD08534,BcDNA:LD08534-RA,BcDNA:LD08534-RB,CB305262,CG4584,CG4584-PA,CG4584-PB,CG4584-PC,CG4584-PD,CG4584-RA,CG4584-RB,CG4584-RC,CG4584-RD,Deoxyuridine triphosphatase,Deoxyuridine triphosphatase, isoform A,DmelCG4584,Dmel_CG4584,EC 3.6.1.23,FBan0004584,FBgn0013349,FBgn0027890,FBgn0066921,FBgn0250837,FBpp0079745,FBpp0079746,FBpp0303622,FBpp0303623,FBtr0080156,FBtr0080157,FBtr0331195,FBtr0331196,LD08534,NM_135635,NM_135635.2,NM_164956,NM_164956.1,NP_001260370,NP_609479,NP_609479.1,NP_723647,NP_723647.1,Q8IPB1,Q9V3I1,Q9V3I1_DROME,UPI000007E2B8,UPI0000084704,UTPase,anon-SAGE:Wang-077,dUTPase,dUTPase-PA,dUTPase-PB,dUTPase-PC,dUTPase-PD,dUTPase-RA,dUTPase-RB,dUTPase-RC,dUTPase-RD,deoxyuridine triphosphatase, isoform C,dme:Dmel_CG4584
deltaCOP	7227.FBpp0070355	https://smart.embl.de/smart/DDvec.cgi?smart=532:Pfam_Clat_adaptor_s(2|141)+COIL(147|177)+Pfam_Adap_comp_sub(284|523)+	Coatomer subunit delta; The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins	45250,63B12S,69540,AA140670,AA950785,AAF14250.1,AAF45673.1,AAK92952.1,ACZ95179.1,ADY17749.1,AF110234,AI387564,AJ300024,AJ300025,ARCN1,AX777392,AY051528,Arch,Archain,BT126050,CAA19661.1,CG14813,CG14813-PA,CG14813-PB,CG14813-RA,CG14813-RB,Coatomer subunit delta,DM63B12S,Delta COP,Delta-coatomer protein,DeltaCop,DmelCG14813,Dmel_CG14813,EG:63B12.10,ESTS:63B12S,F0JAK8,FBan0014813,FBgn0015013,FBgn0020026,FBgn0026700,FBgn0027227,FBgn0028969,FBgn0029593,FBgn0040159,FBgn0066816,FBpp0070355,FBpp0291138,FBtr0070371,FBtr0301926,NM_001169171,NM_001169171.1,NM_143755,NM_143755.3,NP_001162642,NP_001162642.1,NP_652012,NP_652012.1,O46081,Q7K7G0,Q9U8A9,Q9W555,Q9W555_DROME,UPI000007EF1A,UPI000016BB13,Z32226,anon-WO03040301.246,coat protein (coatomer) delta, isoform B,coatomer complex COPI delta-COP subunit,delta-COP,delta-Cop,delta-coatomer protein,deltaCOP,deltaCOP-PA,deltaCOP-PB,deltaCOP-RA,deltaCOP-RB,deltaCop,dme:Dmel_CG14813,l(1)G0051,l(1)G0301,l(1)G0450
fwe	7227.FBpp0075297	https://smart.embl.de/smart/DDvec.cgi?smart=194:Cg6151-P(35|147)+	Calcium channel flower; A calcium channel that regulates synaptic endocytosis and hence couples exo- with endocytosis. Isoform A and isoform B are mainly required in the nervous system and necessary in photoreceptor cells	39720,AA142226,AA441468,AA950393,AAF49581.1,AAL25424.1,AAN11767.1,AAN11768.1,ADK27791.1,ADY17742.1,AW942918,AX094118,AY060385,BT125064,BT126043,CG6151,CG6151-PA,CG6151-PB,CG6151-PC,CG6151-RA,CG6151-RB,CG6151-RC,CL528114,Calcium channel flower,D8FT42,DmelCG6151,F0JAK1,FBan0006151,FBgn0036533,FBgn0062151,FBgn0259121,FBgn0261722,FBpp0075296,FBpp0075297,FBpp0075298,FBtr0075541,FBtr0075542,FBtr0075543,FLOWR_DROME,Flower,NM_140547,NM_140547.3,NM_168632,NM_168632.2,NM_168633,NM_168633.2,NP_648804,NP_648804.1,NP_730071,NP_730071.1,NP_730072,NP_730072.1,Q8IQM8,Q95T12,Q9VUU2,UPI000007FF6F,UPI0000083BF1,UPI000008453D,anon-WO0118547.242,dme:Dmel_CG6151,flower,flower, isoform A,flower-PA,flower-PB,flower-PC,flower-RA,flower-RB,flower-RC,fwe,fwe-PA,fwe-PB,fwe-PC,fwe-RA,fwe-RB,fwe-RC
geminin	7227.FBpp0085480	https://smart.embl.de/smart/DDvec.cgi?smart=192:Pfam_Geminin(2|180)+	Geminin, isoform A; DNA binding. It is involved in the biological process described with: eggshell chorion gene amplification; regulation of syncytial blastoderm mitotic cell cycle; endomitotic cell cycle; regulation of cell cycle; negative regulation of epidermal growth factor receptor signaling pathway; negative regulation of DNA replication	35563,61462,AA201700,AA264279,AA802911,AAF57366.1,AAK96219.1,AAM12296.1,AF407275,AI513174,AI944925,AQ025885,AQ034034,AX482633,AY095203,BI483349,CG3183,CG3183-PA,CG3183-RA,Dm Geminin,DmelCG3183,Dmel_CG3183,FBan0003183,FBgn0021864,FBgn0028557,FBgn0033081,FBgn0063803,FBpp0085480,FBtr0086147,Gem,Geminin,Geminin, isoform A,Geminin, isoform B,NM_136374,NM_136374.3,NP_001260727,NP_001260727.1,NP_610218,NP_610218.1,Q7JX41,Q7JX41_DROME,RE66227p,UPI000004DC82,anon-WO0257455.1,dme:Dmel_CG3183,geminin,geminin, isoform B,geminin-PA,geminin-PB,geminin-RA,l(2)k14019,v(2)k09107
l(2)not	7227.FBpp0072004	https://smart.embl.de/smart/DDvec.cgi?smart=510:Pfam_ALG3(50|470)+	Lethal(2)neighbour of tid protein; Transferase activity, transferring hexosyl groups	1(2) not,2.4.1.258,37754,63350,AAF47050.1,AAL29130.1,ABC86276.1,ACQ89818.1,AI531859,AW944287,AY061582,BT024214,BT083409,BZ748859,C4IXX8,CAA54835.1,CAA64529.1,CAA64532.1,CAA64533.1,CAA64537.1,CAA64539,CAA64541.1,CAA66721.1,CAA71167.1,CAA71168.1,CG4084,CG4084-PA,CG4084-RA,CL943548,DmelCG4084,EC 2.4.1.258,FBan0004084,FBgn0011297,FBpp0072004,FBtr0072095,Lethal (2) neighbor of tid,Lethal(2)neighbour of tid protein,NM_079105,NM_079105.3,NOT45,NOT56,NP_523829,NP_523829.2,NT56_DROME,O02532,O02533,P82149,Q24419,Q24420,Q24421,Q24607,Q27333,Q29R26,Q95R76,Q9W1K8,UPI000012481B,X77820,X95241,X95243,X95244,X95248,X95250,X95252,Y10074,cDNA 10F,dme:Dmel_CG4084,l(2)not,l(2)not-PA,l(2)not-RA,lethal (2) neighbor of tid,lethal(2) neighbour of 1(2)tid,ntid
lark	7227.FBpp0076555	https://smart.embl.de/smart/DDvec.cgi?smart=352:RRM(8|73)+RRM(87|152)+ZnF_C2HC(169|185)+	RNA-binding protein lark; Essential RNA-binding protein. May be required for circadian repression of eclosion. Also essential for nurse cell dumping during oogenesis, the process whereby the cytoplasmic contents of nurse cells are transferred to the oocyte late in it's development	38811,64251,A4V1L0,AAB07067.1,AAF50578.1,AAL29006.1,AAN12053.1,AAN12054.1,AAN12055.1,AAN12056.1,AI388160,AI520594,AI946191,AQ025307,AW943534,AY061458,BZ748759,CG8597,CG8597-PA,CG8597-PB,CG8597-PC,CG8597-PD,CG8597-PE,CG8597-RA,CG8597-RB,CG8597-RC,CG8597-RD,CG8597-RE,CZ466798,CZ474145,DmelCG8597,FBan0008597,FBgn0011640,FBpp0076552,FBpp0076553,FBpp0076554,FBpp0076555,FBpp0076556,FBtr0076841,FBtr0076842,FBtr0076843,FBtr0076844,FBtr0076845,LARK,LARK_DROME,Lark,NM_079233,NM_079233.4,NM_168202,NM_168202.2,NM_168203,NM_168203.2,NM_168204,NM_168204.2,NM_168205,NM_168205.2,NP_523957,NP_523957.1,NP_729237,NP_729237.1,NP_729238,NP_729238.1,NP_729239,NP_729239.1,NP_729240,NP_729240.1,Q94901,RNA-binding protein lark,U59476,UPI0000080A67,dLARK,dme:Dmel_CG8597,lark,lark, isoform A,lark-PA,lark-PB,lark-PC,lark-PD,lark-PE,lark-RA,lark-RB,lark-RC,lark-RD,lark-RE
ligatin	7227.FBpp0084779	https://smart.embl.de/smart/DDvec.cgi?smart=563:Pfam_SUI1(465|544)+	Translation initiation factor activity. It is involved in the biological process described with: translational initiation	64874,AA820690,AAF67203.1,AAG16724.1,AAK93127.1,AAN14162.1,AF260235,AI455494,AY051703,BcDNA:LD24540,CG31426,CG31426-PA,CG31426-RA,DmelCG31426,Dmel_CG31426,Eukaryotic translation initiation factor 2D,FBan0031426,FBgn0041588,FBgn0046221,FBgn0051426,FBpp0084779,FBtr0085410,LD24540p,LIGATIN,Ligatin,NM_058133,NM_058133.4,NP_477481,NP_477481.1,Q9GU72,Q9NG60,Q9NG60_DROME,UPI0000083CE1,dme:Dmel_CG31426,eIF2D,eukaryotic translation initiation factor 2D,ligatin,ligatin-PA,ligatin-RA
lwr	7227.FBpp0301731	https://smart.embl.de/smart/DDvec.cgi?smart=159:UBCc(7|157)+	Lesswright encodes Ubc9, a SUMO conjugating enzyme that accepts SUMO from the SUMO activating enzyme and hands it off to the SUMO conjugation target. It has documented biological functions in innate immunity, meiosis, and anterior patterning of the embryo	33226,59482,AA247001,AA392936,AA696677,AA696776,AAC38964.1,AAC38965.1,AAD21970.1,AAF31701.1,AAF51487.1,AAL28492.1,AAM29438.1,AAN10499.1,AB017606,AB017607,AF030443,AF030444,AF106664,AF218861,AQ025601,AW941313,AY060944,AY113433,BAA34574.1,BAA34575.1,BI228259,CG3018,CG3018-PA,CG3018-PB,CG3018-PC,CG3018-PD,CG3018-RA,CG3018-RB,CG3018-RC,CG3018-RD,CZ479827,DUbc9,DmUbc9,DmelCG3018,Dmel_CG3018,Dmubc9,Dorsal interacting protein 4,FBan0003018,FBgn0010523,FBgn0010602,FBgn0015755,FBgn0022761,FBpp0077741,FBpp0077742,FBpp0301731,FBpp0301732,FBtr0078081,FBtr0078082,FBtr0310028,FBtr0310029,G00739,GEO03784p1,GM08377p,Iwr,Lesswright,Lesswright, isoform A,Lesswright, isoform B,Lesswright, isoform C,Lesswright, isoform D,Lwr,NM_164385,NM_164385.1,NP_001259833,NP_001259833.1,NP_001259834.1,NP_476978,NP_476978.1,NP_722637,NP_722637.1,Q7KNM2,Q7KNM2_DROME,RE25737p,UBC9,UPI000007E2B9,Ubc 9,Ubc-9,Ubc9,UbcD9,Ubiquitin conjugating enzyme 9,Ubiquitin-conjugating enzyme 9,Ubiquitin-conjugating enzyme 9 homolog,dUBC9,dUbc9,dip4,dme:Dmel_CG3018,hbl,hunchback-like,i105,i56,l(2)01519,l(2)02858,l(2)05486,l(2)05487,lesswright,lesswright, isoform C,lwr,lwr-PA,lwr-PB,lwr-PC,lwr-PD,lwr-RA,lwr-RB,lwr-RC,lwr-RD,semi,semushi,ubc9,ubiquitin-conjugating enzyme 9,unnamed
mRpL15	7227.FBpp0077885	https://smart.embl.de/smart/DDvec.cgi?smart=286:Pfam_Ribosomal_L27A(44|175)+	Mitochondrial ribosomal protein L15; Structural constituent of ribosome. It is involved in the biological process described with: translation	40261,50S ribosomal protein L15,AA694957,AAF51599.1,AAL39388.1,ACJ23456.1,AW941152,AY069243,BT050572,CG5219,CG5219-PA,CG5219-RA,CZ481323,DmelCG5219,Dmel_CG5219,FBan0005219,FBgn0036990,FBpp0077885,FBtr0078227,FI06804p,L15,Mitochondrial ribosomal protein L15,NM_079461,NM_079461.2,NP_524185,NP_524185.1,Q8T9L3,Q9VPF6,Q9VPF6_DROME,UPI000007AF3E,dme:Dmel_CG5219,l(3)77CDc,mRpL15,mRpL15-PA,mRpL15-RA,mitochondrial ribosomal protein L15
